analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
1507,NA,14.46,15.2,NA,6.2,NA,1550,12.8,1.1,0.16,0.4,22.3,1.23,0.097,NA,17.8,5.1,38.6,15.3,0.9,NA,NA,NA,NA,NA,NA,NA,4.7,95,NA,NA,15-38,NA,12.7,NA,NA,"clsk, escasos, finos",NA,10YR 2/1,NA,,NA,friable,adhesivo,plástico,bloques subangulares,medios,moderado,,BAt,Húmedo,7075,claro,ondulado,,1665,CFI 1148,NA,85,"Formación Toropí-Yupoí. Arenas muy pelíticas y pelitas muy arenosas. Coloración gris verdosa, rosada y castaña; poco calcáreas. Las arcillas corresponden principalmente a montmorillonitas e ilitas. ",modal,1980-02-11,"La vegetación corresponde a un pastizal de Schizachyrium sp., con malezas tales como: Vernonia chamaedrys, Bacharis coridifolia y Conyza sp. ","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Btss: Es abundante la cantidad de concreciones de Carbonato de calcio (80%) como una loza calcárea, de unos 20 cm de espesor, encontrándose en forma de concreciones y polvorienta.",true,NA,NA,En el campo del Sr. Ortiz en Parada Coco - Departamento de Empedrado a unos 150 mts. de la Ruta N° 12 hacia el oeste y al norte del camino de acceso a Parada Coco a unos 50 mts.,NA,NA,NA,-27.889046,-58.767247,Región sedimentaria - Terraza alta ,Altillanura en parte disectada,At 25,húmedo,no uniforme,ligera,hídrica,pedregosidad,grado 0,Parada Coco,Pc,NA,Corrientes,NA,"Paleudoles típicos, franco fino, mixta ",NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,1 - 3%,clase 5,clase 3,media loma alta,6.2,38,15,Abundantes,franco arcillo arenoso
1508,NA,14.43,16.8,NA,6.4,NA,1270,13.1,1,0.13,0.2,26.2,0.75,0.08,NA,17,5.7,38.5,11.7,0.9,NA,NA,NA,NA,NA,NA,NA,4.9,86,NA,NA,38-61,NA,9.4,NA,NA,"clsk, abundantes, finos",NA,"10YR 3,5/1",NA,,NA,firme,muy adhesivo,muy plástico,prismas compuestos regulares,gruesos,fuerte,Gravillas,Bt,Húmedo,7076,gradual,suave,"Comunes, sobresalientes, medios, 2,5YR 5/8",1665,CFI 1148,NA,85,"Formación Toropí-Yupoí. Arenas muy pelíticas y pelitas muy arenosas. Coloración gris verdosa, rosada y castaña; poco calcáreas. Las arcillas corresponden principalmente a montmorillonitas e ilitas. ",modal,1980-02-11,"La vegetación corresponde a un pastizal de Schizachyrium sp., con malezas tales como: Vernonia chamaedrys, Bacharis coridifolia y Conyza sp. ","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Btss: Es abundante la cantidad de concreciones de Carbonato de calcio (80%) como una loza calcárea, de unos 20 cm de espesor, encontrándose en forma de concreciones y polvorienta.",true,NA,NA,En el campo del Sr. Ortiz en Parada Coco - Departamento de Empedrado a unos 150 mts. de la Ruta N° 12 hacia el oeste y al norte del camino de acceso a Parada Coco a unos 50 mts.,NA,NA,NA,-27.889046,-58.767247,Región sedimentaria - Terraza alta ,Altillanura en parte disectada,At 25,húmedo,no uniforme,ligera,hídrica,pedregosidad,grado 0,Parada Coco,Pc,NA,Corrientes,NA,"Paleudoles típicos, franco fino, mixta ",NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,1 - 3%,clase 5,clase 3,media loma alta,6.4,61,38,Comunes,franco arcillo arenoso
1509,NA,19.52,22.3,NA,7,NA,1110,18,1.1,0.22,0.2,31.7,0.2,0.024,NA,12.2,3.6,34.1,17,1.4,NA,NA,NA,NA,NA,NA,NA,4,87,NA,NA,61-92,NA,8.3,NA,NA,"clsk, abundantes, medios,slck, abundantes, medios",NA,"7,5YR 5/2",NA,"Hierro manganeso, abundantes, pequeñas",NA,firme,muy adhesivo,muy plástico,bloques angulares,gruesos,fuerte,"Lentes de hierro manganeso, chorreaduras de material superior, gravillas",Btss,Húmedo,7077,gradual,suave,"Abundantes, precisos, medios",1665,CFI 1148,NA,85,"Formación Toropí-Yupoí. Arenas muy pelíticas y pelitas muy arenosas. Coloración gris verdosa, rosada y castaña; poco calcáreas. Las arcillas corresponden principalmente a montmorillonitas e ilitas. ",modal,1980-02-11,"La vegetación corresponde a un pastizal de Schizachyrium sp., con malezas tales como: Vernonia chamaedrys, Bacharis coridifolia y Conyza sp. ","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Btss: Es abundante la cantidad de concreciones de Carbonato de calcio (80%) como una loza calcárea, de unos 20 cm de espesor, encontrándose en forma de concreciones y polvorienta.",true,NA,NA,En el campo del Sr. Ortiz en Parada Coco - Departamento de Empedrado a unos 150 mts. de la Ruta N° 12 hacia el oeste y al norte del camino de acceso a Parada Coco a unos 50 mts.,NA,NA,NA,-27.889046,-58.767247,Región sedimentaria - Terraza alta ,Altillanura en parte disectada,At 25,húmedo,no uniforme,ligera,hídrica,pedregosidad,grado 0,Parada Coco,Pc,NA,Corrientes,NA,"Paleudoles típicos, franco fino, mixta ",NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,1 - 3%,clase 5,clase 3,media loma alta,7,92,61,Escasas,franco arcillo arenoso
1510,NA,NA,22.1,NA,8.4,NA,570,NA,NA,0.25,0.2,11.6,0.14,0.022,NA,18.8,4.6,44.3,19.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92 +,NA,6.4,NA,NA,"clsk, abundantes, finos, slck, abundantes, finos",NA,"7,5YR 5,5/2",NA,"Carbonato de calcio, muy abundantes, pequeñas, hierro manganes, escasas, pequeñas",NA,firme,muy adhesivo,muy plástico,bloques angulares,gruesos,fuerte,"Chorreaduras de material superior, lentes de hierro manganeso, vetas gleyzadas, gravillas",Ckss,Húmedo,7078,,,"Escasos, débiles, finos",1665,CFI 1148,NA,85,"Formación Toropí-Yupoí. Arenas muy pelíticas y pelitas muy arenosas. Coloración gris verdosa, rosada y castaña; poco calcáreas. Las arcillas corresponden principalmente a montmorillonitas e ilitas. ",modal,1980-02-11,"La vegetación corresponde a un pastizal de Schizachyrium sp., con malezas tales como: Vernonia chamaedrys, Bacharis coridifolia y Conyza sp. ","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Btss: Es abundante la cantidad de concreciones de Carbonato de calcio (80%) como una loza calcárea, de unos 20 cm de espesor, encontrándose en forma de concreciones y polvorienta.",true,NA,NA,En el campo del Sr. Ortiz en Parada Coco - Departamento de Empedrado a unos 150 mts. de la Ruta N° 12 hacia el oeste y al norte del camino de acceso a Parada Coco a unos 50 mts.,NA,NA,NA,-27.889046,-58.767247,Región sedimentaria - Terraza alta ,Altillanura en parte disectada,At 25,húmedo,no uniforme,ligera,hídrica,pedregosidad,grado 0,Parada Coco,Pc,NA,Corrientes,NA,"Paleudoles típicos, franco fino, mixta ",NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,1 - 3%,clase 5,clase 3,media loma alta,8.4,NA,92,No presentes,franco arenoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,3909,NA,NA,NA,978,978,175,60,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Santa Rosa 19,NA,NA,-33.278675,-68.034672,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Rosa ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II,NA,3910,NA,NA,NA,978,978,175,60,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Santa Rosa 19,NA,NA,-33.278675,-68.034672,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Rosa ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,55,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,III,NA,3911,NA,NA,NA,978,978,175,60,NA,no modal,2006-01-01,NA,"Fresco - La clasificación de este perfil se obtuvo del mapa taxonómico de INTA 1990, y no se realizó con datos de perfil, por lo que es orientativa",true,NA,NA,NA,Santa Rosa 19,NA,NA,-33.278675,-68.034672,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Rosa ,NA,NA,Mendoza,NA,Torripsamentes tipico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,140,NA,NA
NA,24.2,16.6,18.2,NA,7.3,NA,NA,13.7,0.9,1.7,0.3,24.6,1.3,0.1,NA,54.7,5.5,3.7,4.2,5.2,1.3,NA,NA,0,NA,NA,NA,0.6,NA,91.2,NA,0-19,NA,13,NA,NA,,0,10YR3/2,NA,NA,NA,friable,no adhesivo,no plástico,bloques subangulares,medios,moderado,NA,A,F/H,11939,claro,suave,NA,2701,JM-145C,NA,NA,Fluvial distal,modal,2000-06-21,NA,NA,true,c,III,"15 km al NNE de Jesús María, departamento Totoral, provincia de Córdoba.",NA,NA,NA,-30.8544,-64.0186,Derrames fluviales,suavemente ondulado,NA,NA,NA,ligera,hídrica,NA,grado 0,La Emilia,LEm,NA,Córdoba,NA,Haplustol típico. franca fina. mixta. térmica,NA,NA,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,media loma,7.3,19,0,RR,franco limoso
NA,23.7,16.9,16.9,NA,7.5,NA,NA,14.1,1.5,1.1,0.2,25.8,0.3,0.02,NA,57.5,5.1,3.2,3.2,3.3,1.6,NA,NA,0,NA,NA,NA,NA,NA,100,NA,19-43,NA,15,NA,NA,Clhm + finos,0,10YR3/3,NA,NA,NA,friable,no adhesivo,ligeramente plástico,bloques subangulares,,moderado,NA,Bw,F/H,11940,,,NA,2701,JM-145C,NA,NA,Fluvial distal,modal,2000-06-21,NA,NA,true,c,III,"15 km al NNE de Jesús María, departamento Totoral, provincia de Córdoba.",NA,NA,NA,-30.8544,-64.0186,Derrames fluviales,suavemente ondulado,NA,NA,NA,ligera,hídrica,NA,grado 0,La Emilia,LEm,NA,Córdoba,NA,Haplustol típico. franca fina. mixta. térmica,NA,NA,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,media loma,7.5,43,19,RR,franco limoso
NA,22.3,16.7,16.7,NA,7.7,NA,NA,13,1.9,1.4,0.4,22.8,NA,NA,NA,61,4.7,3.1,2.7,2.7,1.4,NA,NA,0,NA,NA,NA,NA,NA,100,NA,43-60,NA,NA,NA,NA,,0,7.5YR4/4,NA,NA,NA,friable,no adhesivo,no plástico,masiva,,,NA,C,F/H,11941,abrupto,ondulado,NA,2701,JM-145C,NA,NA,Fluvial distal,modal,2000-06-21,NA,NA,true,c,III,"15 km al NNE de Jesús María, departamento Totoral, provincia de Córdoba.",NA,NA,NA,-30.8544,-64.0186,Derrames fluviales,suavemente ondulado,NA,NA,NA,ligera,hídrica,NA,grado 0,La Emilia,LEm,NA,Córdoba,NA,Haplustol típico. franca fina. mixta. térmica,NA,NA,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,media loma,7.7,60,43,,franco limoso
NA,22,16.5,16.5,NA,8,NA,NA,13,1.8,1.4,0.3,20,NA,NA,NA,61.2,4.6,3.2,2.8,2.6,0.9,NA,NA,6.2,NA,NA,NA,NA,NA,100,NA,60 a +,NA,NA,NA,NA,,6.2,7.5YR4.5/4,NA,NA,NA,friable,no adhesivo,no plástico,masiva,,,NA,Ck,F/H,11942,,,NA,2701,JM-145C,NA,NA,Fluvial distal,modal,2000-06-21,NA,NA,true,c,III,"15 km al NNE de Jesús María, departamento Totoral, provincia de Córdoba.",NA,NA,NA,-30.8544,-64.0186,Derrames fluviales,suavemente ondulado,NA,NA,NA,ligera,hídrica,NA,grado 0,La Emilia,LEm,NA,Córdoba,NA,Haplustol típico. franca fina. mixta. térmica,NA,NA,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 4,media loma,8,80,60,,franco limoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,10YR 3/2,10YR 6/2,,,,no adhesivo,no plástico,,,,,Enlame,NA,30137,,,,6690,3/1272 C,NA,50,NA,no modal,1972-03-03,"Altamisa, poa, gramilla, melilotus.","Carga: Juan C. de la Fuente. 5/10/2020.

Observaciones:
-IIIC: algo gleizado.
-IIIB3: muñecas de tosca y nódulos de CO3Ca pulverurento.",true,NA,NA,A 12.5 km al NE de Alvarez Jonte.,I-R 027,3557-21-3,34,-35.247534,-57.350967,NA,NA,NA,"seco, fresco",no uniforme,nula,NA,NA,NA,Poblet,Pot,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,subnormal,muy lenta,muy lento,0 - 1%,clase 3,NA,NA,6.5,3,0,muy abundantes,franco limoso
15372,68.3,NA,41.7,8.6,10,8.1,675,NA,NA,2.5,29.2,55.2,0.67,0.082,16.7,33.4,10.3,0.6,NA,NA,NA,NA,NA,0.5,NA,NA,1.97,NA,NA,NA,NA,5-48,NA,8,NA,NA,clsk+ clhm+++,NA,10YR 2/1,10YR 4/1,FeMn+ Ca+,extremadamente duro,muy firme,muy adhesivo,muy plástico,semicolumnar,gruesos,fuerte,slickensides +,IIB21,NA,30138,claro,suave,e f d,6690,3/1272 C,NA,50,NA,no modal,1972-03-03,"Altamisa, poa, gramilla, melilotus.","Carga: Juan C. de la Fuente. 5/10/2020.

Observaciones:
-IIIC: algo gleizado.
-IIIB3: muñecas de tosca y nódulos de CO3Ca pulverurento.",true,NA,NA,A 12.5 km al NE de Alvarez Jonte.,I-R 027,3557-21-3,34,-35.247534,-57.350967,NA,NA,NA,"seco, fresco",no uniforme,nula,NA,NA,NA,Poblet,Pot,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,subnormal,muy lenta,muy lento,0 - 1%,clase 3,NA,NA,9.4,51,3,abundantes,arcilloso
15373,65.8,NA,39,8.9,9.7,8,886,NA,NA,2.7,22.4,55.5,0.11,NA,16.7,34.5,9.1,0.3,NA,NA,NA,NA,NA,0.6,NA,NA,1.14,NA,NA,NA,NA,55-82,NA,NA,NA,NA,clsk++ clhm+,NA,7.5YR 4/2,7.5YR 5/6,FeMn++ Ca++,muy duro,firme,adhesivo,plástico,prismas compuestos irregulares,medios,fuerte,slickensides +++,IIB22,NA,30139,claro,suave,c m d,6690,3/1272 C,NA,50,NA,no modal,1972-03-03,"Altamisa, poa, gramilla, melilotus.","Carga: Juan C. de la Fuente. 5/10/2020.

Observaciones:
-IIIC: algo gleizado.
-IIIB3: muñecas de tosca y nódulos de CO3Ca pulverurento.",true,NA,NA,A 12.5 km al NE de Alvarez Jonte.,I-R 027,3557-21-3,34,-35.247534,-57.350967,NA,NA,NA,"seco, fresco",no uniforme,nula,NA,NA,NA,Poblet,Pot,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,subnormal,muy lenta,muy lento,0 - 1%,clase 3,NA,NA,9.2,87,51,escasas,arcilloso
15374,50.6,NA,35.6,8.7,10,7.6,1350,NA,NA,2.4,13.3,40.5,0.07,NA,30,50.9,8.2,0.4,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,90-120,NA,NA,NA,NA,clsk+,NA,7.5YR 5/4,7.5YR 7/2,FeMn++ Ca++,duro,firme,adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,IIIB3,NA,30140,,,c f d,6690,3/1272 C,NA,50,NA,no modal,1972-03-03,"Altamisa, poa, gramilla, melilotus.","Carga: Juan C. de la Fuente. 5/10/2020.

Observaciones:
-IIIC: algo gleizado.
-IIIB3: muñecas de tosca y nódulos de CO3Ca pulverurento.",true,NA,NA,A 12.5 km al NE de Alvarez Jonte.,I-R 027,3557-21-3,34,-35.247534,-57.350967,NA,NA,NA,"seco, fresco",no uniforme,nula,NA,NA,NA,Poblet,Pot,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,subnormal,muy lenta,muy lento,0 - 1%,clase 3,NA,NA,8.6,126,87,escasas,franco arcillo limoso
15375,52.4,36.8,35.8,8.1,9.5,7,2342,14.5,9.5,2.5,10.3,42.5,NA,NA,33.3,50.8,6.5,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,100,NA,NA,130-146,NA,NA,NA,NA,clsk+,NA,7.5YR 4/4,7.5YR 6/4,FeMn+,,friable,no adhesivo,no plástico,,,,,IIIC,NA,30141,,,e f d,6690,3/1272 C,NA,50,NA,no modal,1972-03-03,"Altamisa, poa, gramilla, melilotus.","Carga: Juan C. de la Fuente. 5/10/2020.

Observaciones:
-IIIC: algo gleizado.
-IIIB3: muñecas de tosca y nódulos de CO3Ca pulverurento.",true,NA,NA,A 12.5 km al NE de Alvarez Jonte.,I-R 027,3557-21-3,34,-35.247534,-57.350967,NA,NA,NA,"seco, fresco",no uniforme,nula,NA,NA,NA,Poblet,Pot,NA,Buenos Aires,NA,NA,NA,NA,NA,ganadero,subnormal,muy lenta,muy lento,0 - 1%,clase 3,NA,NA,8.4,146,126,,franco limoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,10YR 3/2,NA,,NA,friable,no adhesivo,no plástico,bloques subangulares,medios,moderado,,A1,F/H,31159,claro,suave,,6890,14/2263 C,50,90,NA,no modal,1973-05-09,"Altamisa, Pelo de chancho, Juncáceas","Horizonte cálcico, H2O a los 60 cm. B2: 30cm.

Nota: el perfil no posee datos analíticos.",true,sw,NA,"AP N° 2, a 16.3 km al SSW de Las Flores.",R 409,3760-5-2,10,-36.139831,-59.191233,NA,Cubeta,NA,"fresco, húmedo, mojado",no uniforme,ligera,hídrica,NA,grado 0,El Campeador,NA,NA,Buenos Aires,NA,NA,NA,Variante petrocálcica,clase 1,ganadero,cóncavo,lenta,lento,NA,clase 2,clase 2,bajo,7,15,0,2,franco limoso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,7.5YR 4/4,NA,Fe ++,NA,firme,adhesivo,plástico,prismas,medios,fuerte,,B2t,H,31160,,,CPM Fe,6890,14/2263 C,50,90,NA,no modal,1973-05-09,"Altamisa, Pelo de chancho, Juncáceas","Horizonte cálcico, H2O a los 60 cm. B2: 30cm.

Nota: el perfil no posee datos analíticos.",true,sw,NA,"AP N° 2, a 16.3 km al SSW de Las Flores.",R 409,3760-5-2,10,-36.139831,-59.191233,NA,Cubeta,NA,"fresco, húmedo, mojado",no uniforme,ligera,hídrica,NA,grado 0,El Campeador,NA,NA,Buenos Aires,NA,NA,NA,Variante petrocálcica,clase 1,ganadero,cóncavo,lenta,lento,NA,clase 2,clase 2,bajo,8.4,45,15,1,franco arcilloso
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,+++,7.5YR 5/4,NA,Fe + Ca ++,NA,muy firme,,,,,,Nódulos de Ca,B3,M,31161,,,APM Fe,6890,14/2263 C,50,90,NA,no modal,1973-05-09,"Altamisa, Pelo de chancho, Juncáceas","Horizonte cálcico, H2O a los 60 cm. B2: 30cm.

Nota: el perfil no posee datos analíticos.",true,sw,NA,"AP N° 2, a 16.3 km al SSW de Las Flores.",R 409,3760-5-2,10,-36.139831,-59.191233,NA,Cubeta,NA,"fresco, húmedo, mojado",no uniforme,ligera,hídrica,NA,grado 0,El Campeador,NA,NA,Buenos Aires,NA,NA,NA,Variante petrocálcica,clase 1,ganadero,cóncavo,lenta,lento,NA,clase 2,clase 2,bajo,8.4,60,45,NA,franco limoso
116,43.35,NA,32.6,8.07,8.84,8.03,1024,NA,NA,3.26,0.94,NA,1.35,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,3-25,NA,8.4,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,laminar,,,,A,NA,22094,NA,NA,NA,4956,III-509 C,NA,NA,Medicago,no modal,1980-06-12,NA,NA,true,NA,NA,"Ea Las taperas, Antigua Laguna La verde (seca desde 1965)",NA,19D,NA,-35.763333,-65.741667,NA,NA,NA,NA,NA,nula,NA,NA,NA,Grupo no diferenciado Las Taperas,Co3,NA,San Luis,NA,NA,NA,NA,NA,NA,NA,lenta,estancado,0 - 1%,NA,clase 3,NA,NA,29,0,NA,franco limoso
117,50.33,NA,24.34,8.1,8.68,8.08,1475,NA,NA,1.34,1.02,NA,1.03,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,30-37,NA,7.9,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,bloques angulares,gruesos,fuerte,,II,NA,22095,NA,NA,NA,4956,III-509 C,NA,NA,Medicago,no modal,1980-06-12,NA,NA,true,NA,NA,"Ea Las taperas, Antigua Laguna La verde (seca desde 1965)",NA,19D,NA,-35.763333,-65.741667,NA,NA,NA,NA,NA,nula,NA,NA,NA,Grupo no diferenciado Las Taperas,Co3,NA,San Luis,NA,NA,NA,NA,NA,NA,NA,lenta,estancado,0 - 1%,NA,clase 3,NA,NA,37,29,NA,franco limoso
119,41.69,NA,20,7.48,8.36,7.28,1289,NA,NA,1.34,1.02,NA,1.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,62-80,NA,8.1,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,capa de cenizas volcanicas,III,NA,22096,NA,NA,NA,4956,III-509 C,NA,NA,Medicago,no modal,1980-06-12,NA,NA,true,NA,NA,"Ea Las taperas, Antigua Laguna La verde (seca desde 1965)",NA,19D,NA,-35.763333,-65.741667,NA,NA,NA,NA,NA,nula,NA,NA,NA,Grupo no diferenciado Las Taperas,Co3,NA,San Luis,NA,NA,NA,NA,NA,NA,NA,lenta,estancado,0 - 1%,NA,clase 3,NA,NA,53,37,NA,
120,41.74,NA,33.04,8.3,9.48,8.28,1169,NA,NA,3.72,2.08,NA,0.28,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA,NA,NA,NA,NA,NA,NA,120-130,NA,4.7,NA,NA,NA,,10YR3/2,NA,NA,NA,NA,NA,NA,bloques angulares,gruesos,fuerte,,IVb,NA,22097,NA,NA,NA,4956,III-509 C,NA,NA,Medicago,no modal,1980-06-12,NA,NA,true,NA,NA,"Ea Las taperas, Antigua Laguna La verde (seca desde 1965)",NA,19D,NA,-35.763333,-65.741667,NA,NA,NA,NA,NA,nula,NA,NA,NA,Grupo no diferenciado Las Taperas,Co3,NA,San Luis,NA,NA,NA,NA,NA,NA,NA,lenta,estancado,0 - 1%,NA,clase 3,NA,NA,105,53,NA,franco limoso
121,41.62,NA,24.34,7.93,8.86,8.03,1157,NA,NA,0.72,1.22,NA,0.38,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,146-156,NA,5.4,NA,NA,NA,,7.5YR4/4,NA,NA,NA,NA,NA,NA,bloques subangulares,medios,débil,,VB3,NA,22098,NA,NA,NA,4956,III-509 C,NA,NA,Medicago,no modal,1980-06-12,NA,NA,true,NA,NA,"Ea Las taperas, Antigua Laguna La verde (seca desde 1965)",NA,19D,NA,-35.763333,-65.741667,NA,NA,NA,NA,NA,nula,NA,NA,NA,Grupo no diferenciado Las Taperas,Co3,NA,San Luis,NA,NA,NA,NA,NA,NA,NA,lenta,estancado,0 - 1%,NA,clase 3,NA,NA,145,105,NA,
